index,name,prov,dist,pale,region,jews,total,type,no_jews,is_census,total_flag,jewish_flag,comments,name_he,modern_name,dist_code,index_sht,osm_id,wikidata_id,lat,lon
264,Cherniakhov,Volhinia,Zhitomir,1,South-West,1774,3878,mestechko,0,1,"","","","","Черняхів, Черняхівська селищна громада, Житомирський район, Житомирська область, 12301, Україна",0801,0801Cr1,143837898,Q872377,50.45299,28.66573
265,Chervonnoe,Volhinia,Zhitomir,1,South-West,711,2638,mestechko,0,1,"","","","","Малі Мошківці, Житомирська область, Україна",0801,0801Cr2,337539430,Q787722,49.9528344,28.87532
266,Goroshki,Volhinia,Zhitomir,1,South-West,2018,3228,mestechko,0,1,"","","","","Хорошів, Житомирська область, Україна",0801,0801Gr1,337519185,Q2993479,50.5959845,28.445337
267,Ianushpol',Volhinia,Zhitomir,1,South-West,1251,5085,mestechko,0,1,"","","","","Іванопіль, Краснопільська сільська громада, Бердичівський район, Житомирська область, 13255, Україна",0801,0801In1,337541893,Q2670459,49.8571284,28.2159062
268,Ivnitsa,Volhinia,Zhitomir,1,South-West,607,3095,mestechko,0,1,"","","","","Івниця, Волицька сільська громада, Житомирський район, Житомирська область, 13420, Україна",0801,0801Iv1,337528277,Q4197225,50.145935,29.04398
269,Kodnia,Volhinia,Zhitomir,1,South-West,688,2564,mestechko,0,1,"","","","","Кодня, Станишівська сільська громада, Житомирський район, Житомирська область, 12452, Україна",0801,0801Kd1,337534863,Q4226198,50.087009,28.693199
270,Krasnopol',Volhinia,Zhitomir,1,South-West,374,3344,selo,0,1,"","","","",Краснопіль,0801,0801Kr1,337514001,Q4238918,50.91991,28.49819
271,Leshchin,Volhinia,Zhitomir,1,South-West,337,1666,mestechko,0,1,"","","","","Ліщин, Житомирська область, Україна",0801,0801Ls1,337527844,Q4260583,50.159451,28.84495
272,Levkov,Volhinia,Zhitomir,1,South-West,541,3685,mestechko,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Левків, Житомирська область, Україна",0801,0801Lv1,337526264,Q7243791,50.2370914,28.832007
273,Ol'shanka,Volhinia,Zhitomir,1,South-West,136,761,derevnia,0,1,"","","","","Вільшанка, Житомирська область, Україна",0801,0801Ol1,337537018,Q4334417,50.019379,28.14423
274,Puliny,Volhinia,Zhitomir,1,South-West,1168,2736,mestechko,0,1,"","","","","Пулини, Пулинська селищна громада, Житомирський район, Житомирська область, 12004, Україна",0801,0801Pl1,337521296,Q2641647,50.4690331,28.270617
275,Piatka,Volhinia,Zhitomir,1,South-West,836,2703,mestechko,0,1,"","","",פיאטקה,"П’ятка, Чуднівська міська громада, Житомирський район, Житомирська область, 13222, Україна",0801,0801Pt1,337537303,Q4385911,50.021179,28.366579
276,Raigorodok,Volhinia,Zhitomir,1,South-West,946,2058,mestechko,0,1,"","","","","Райгородок, Райгородоцька сільська громада, Бердичівський район, Житомирська область, 13363, Україна",0801,0801Rg1,337543715,Q4388925,49.826771,28.377001
277,Sosnovaia-Baliarka,Volhinia,Zhitomir,1,South-West,96,712,derevnia,0,1,"","",Now Radetskaia Boliarka : http://forum.vgd.ru/?o=1&t=3316&st=0&p=,"","Радецька Болярка, Житомирська область, Україна",0801,0801Ss1,7813595140,Q4387187,50.591386,28.2488489
278,Staraia Kotel'nia,Volhinia,Zhitomir,1,South-West,1345,3183,mestechko,0,1,"","","","",Стара Котельня,0801,0801St1,337534268,Q4439706,50.1007278,28.9531036
279,Troianov,Volhinia,Zhitomir,1,South-West,1469,7224,mestechko,0,1,"","","","","Троянів, Новогуйвинська селищна громада, Житомирський район, Житомирська область, 12460, Україна",0801,0801Tr1,337534078,Q4464054,50.1114033,28.5333286
280,Utomir,Volhinia,Zhitomir,1,South-West,1754,2381,mestechko,0,1,"","","","","Ушомир, Ушомирська сільська громада, Коростенський район, Житомирська область, 11571, Україна",0801,0801Ut1,337514850,Q239490,50.861889,28.469351
281,Zhitomir,Volhinia,Zhitomir,1,South-West,30748,65895,Gubernskii gorod,0,1,"","","",ז'יטומיר,"Житомир, Житомирська міська громада, Житомирський район, Житомирська область, 12440, Україна",0801,0801Zt1,252098339,Q156713,50.2601065,28.6696281
282,Dubechno,Volhinia,Vladimir-Volynskii,1,South-West,50,1364,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Дубечне, Дубечненська сільська громада, Ковельський район, Волинська область, 44412, Україна",0802,0802Db1,337507107,Q4169120,51.5481067,24.3754757
283,Druzhkopol',Volhinia,Vladimir-Volynskii,1,South-West,870,1340,mestechko,0,1,"","","","","Журавники, Горохівська міська громада, Луцький район, Волинська область, Україна",0802,0802Dr1,314192631,Q4181826,50.426411,24.681585
284,Gorokhov,Volhinia,Vladimir-Volynskii,1,South-West,2571,4699,mestechko,0,1,"","","","","Горохів, Горохівська міська громада, Луцький район, Волинська область, 45701, Україна",0802,0802Gr1,337520718,Q148974,50.4986166,24.7600734
285,Kupichev,Volhinia,Vladimir-Volynskii,1,South-West,124,1698,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Купичів, Турійська селищна громада, Ковельський район, Волинська область, 44852, Україна",0802,0802Kp1,1588719497,Q2065576,50.989227,24.713057
286,Kiselik,Volhinia,Vladimir-Volynskii,1,South-West,873,889,mestechko,0,1,"","",Different city is mentioned on site and link (same population),"","Кисилин, Затурцівська сільська громада, Володимирський район, Волинська область, Україна",0802,0802Ks1,30722046,Q2065713,50.851917,24.80002
287,Liuboml',Volhinia,Vladimir-Volynskii,1,South-West,3297,4470,mestechko,0,1,"","","","","Любомль, Любомльська міська громада, Ковельський район, Волинська область, 44301, Україна",0802,0802Lb1,260342645,Q974468,51.2234546,24.0315783
288,Lokachi,Volhinia,Vladimir-Volynskii,1,South-West,1730,2309,mestechko,0,1,"","","","","Локачі, Локачинська селищна громада, Володимирський район, Волинська область, 45500, Україна",0802,0802Lk1,337517065,Q1996325,50.738946,24.6482949
289,Opalin,Volhinia,Vladimir-Volynskii,1,South-West,769,1612,mestechko,0,1,"","","","","Вишнівка, Рівненська сільська громада, Ковельський район, Волинська область, Україна",0802,0802Op1,30717827,Q4112694,51.2857795,23.7170254
290,Ozdiutichi,Volhinia,Vladimir-Volynskii,1,South-West,701,701,mestechko,0,1,"","","",אוזדיוטיץ,"Озютичі, Волинська область, Україна",0802,0802Oz1,30721615,Q4332258,50.8505674,24.7103899
291,Ozeriany,Volhinia,Vladimir-Volynskii,1,South-West,40,759,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Озеряни, Турійська селищна громада, Ковельський район, Волинська область, 44860, Україна",0802,0802Oz2,337512633,Q4332196,51.023624,24.809338
292,Poritsk,Volhinia,Vladimir-Volynskii,1,South-West,1316,2264,mestechko,0,1,"","","","","Павлівка, Волинська область, Україна",0802,0802Pr1,337518709,Q2065690,50.627998,24.46138
293,Shatsk,Volhinia,Vladimir-Volynskii,1,South-West,122,2410,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,שאצק,"Шацьк, Шацька селищна громада, Ковельський район, Волинська область, 44000, Україна",0802,0802St1,260893514,Q2638835,51.4909494,23.9219323
294,Sviniukhi,Volhinia,Vladimir-Volynskii,1,South-West,629,1780,mestechko,0,1,"","","","","Привітне, Локачинська селищна громада, Володимирський район, Волинська область, 45543, Україна",0802,0802Sv1,30736993,Q2065596,50.639229,24.748358
295,Ustilug,Volhinia,Vladimir-Volynskii,1,South-West,3212,3590,mestechko,0,1,"","","",אוסטילוג,"Устилуг, Устилузька міська громада, Володимирський район, Волинська область, 44731, Україна",0802,0802Us1,3308250,Q147292,50.8622192,24.1505139
296,Vladimir-Volynskii,Volhinia,Vladimir-Volynskii,1,South-West,5869,9883,Uezdnyi gorod,0,1,"","","",לודמיר,"Володимир, Володимирська міська громада, Володимирський район, Волинська область, 44751, Україна",0802,0802Vl1,259984311,Q33544,50.8474669,24.319319
297,Berestechko,Volhinia,Dubno,1,South-West,2251,4953,mestechko,0,1,"","","","","Берестечко, Берестечківська міська громада, Луцький район, Волинська область, 45765, Україна",0803,0803Br1,337523440,Q819126,50.3585756,25.1209852
298,Dubno,Volhinia,Dubno,1,South-West,7108,14257,Uezdnyi gorod,0,1,"","","",דובנו,"Дубно, Дубенська міська громада, Дубенський район, Рівненська область, 35627, Україна",0803,0803Db1,337522487,Q932184,50.4187918,25.7455972
299,Demidovka,Volhinia,Dubno,1,South-West,679,679,mestechko,0,1,"","","","","Демидівка, Демидівська селищна громада, Дубенський район, Рівненська область, 35200, Україна",0803,0803Dm1,79657640,Q2993536,50.4285969,25.3299118
300,Kozin,Volhinia,Dubno,1,South-West,972,1820,mestechko,0,1,"","","","","Козин, Козинська сільська громада, Дубенський район, Рівненська область, 35523, Україна",0803,0803Kz1,337525655,Q4226579,50.266911,25.465281
301,Lobachevka,Volhinia,Dubno,1,South-West,193,981,mestechko,0,1,"","","","","Лобачівка, Волинська область, Україна",0803,0803Lb1,30722636,Q547697,50.418919,24.976742
302,Mikhailovka,Volhinia,Dubno,1,South-West,1047,1197,mestechko,0,1,"","","","","Боремель, Боремельська сільська громада, Дубенський район, Рівненська область, 35210, Україна",0803,0803Mk1,337521109,Q4093558,50.4710604,25.1931736
303,Mlynov,Volhinia,Dubno,1,South-West,672,1105,mestechko,0,1,"","","","","Млинів, Млинівська селищна громада, Дубенський район, Рівненська область, 35100, Україна",0803,0803Ml1,337520527,Q2658207,50.5118774,25.6126259
304,Muravitsa,Volhinia,Dubno,1,South-West,757,958,mestechko,0,1,"","","","","Млинів, Рівненська область, Україна",0803,0803Mr1,3170604795,"",50.5210243,25.5902795
305,Mizoch',Volhinia,Dubno,1,South-West,1175,2667,mestechko,0,1,"","","","","Мізочок, Мізоцька селищна громада, Рівненський район, Рівненська область, 35740, Україна",0803,0803Mz1,337523044,Q4292921,50.3838453,26.1500123
306,Olyka,Volhinia,Dubno,1,South-West,2606,4210,mestechko,0,1,"","","","","Олика, Волинська область, Україна",0803,0803Ol1,337517247,Q1050383,50.7237994,25.8120572
307,Ostrozhets,Volhinia,Dubno,1,South-West,636,1464,mestechko,0,1,"","","",אוסטרוז'ץ,"Острожець, Острожецька сільська громада, Дубенський район, Рівненська область, 35113, Україна",0803,0803Os1,337518171,Q4339107,50.667568,25.53978
308,Ozerany,Volhinia,Dubno,1,South-West,1013,1111,derevnia,0,1,"","","","","Озеряни, Варковицька сільська громада, Дубенський район, Рівненська область, 35613, Україна",0803,0803Oz1,337521272,Q4332192,50.4683593,26.0294852
309,Torgovitsa,Volhinia,Dubno,1,South-West,891,907,mestechko,0,1,"","","","","Торговиця, Підлозцівська сільська громада, Дубенський район, Рівненська область, 35133, Україна",0803,0803Tr1,337519808,Q359380,50.5541235,25.3960949
310,Varkovichi,Volhinia,Dubno,1,South-West,1109,1925,mestechko,0,1,"","","","","Варковичі, Варковицька сільська громада, Дубенський район, Рівненська область, 35612, Україна",0803,0803Vr1,337521236,Q4103854,50.4709226,25.9708915
311,Verba,Volhinia,Dubno,1,South-West,452,1530,mestechko,0,1,"","","","","Верба, Вербська сільська громада, Дубенський район, Рівненська область, 35670, Україна",0803,0803Vr2,337525256,Q2599119,50.280323,25.590887
312,Antoniny,Volhinia,Zaslavl',1,South-West,25,1803,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Антоніни, Хмельницька область, Україна",0804,0804An1,337544206,Q599421,49.81029,26.86466
313,Bielogorodka,Volhinia,Zaslavl',1,South-West,1846,5438,mestechko,0,1,"","",Name of district as it mentioned in census,"","Білогородка, Ізяславська міська громада, Шепетівський район, Хмельницька область, 30343, Україна",0804,0804Bl1,337537394,Q1660287,50.007359,26.639441
314,Gritsev,Volhinia,Zaslavl',1,South-West,979,1011,mestechko,0,1,"","","","","Гриців, Хмельницька область, Україна",0804,0804Gr1,337538282,Q1973720,49.9726651,27.2175036
315,Kornitsa,Volhinia,Zaslavl',1,South-West,517,1251,mestechko,0,1,"","","","","Корниця, Хмельницька область, Україна",0804,0804Kr1,337535940,Q4233418,50.052333,26.5269027
316,Labun',Volhinia,Zaslavl',1,South-West,10,2317,mestechko,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place; strange difference in populations-coordinates in the middle between 2 countries,"","Юровщина, Полонська міська громада, Шепетівський район, Хмельницька область, 30522, Україна",0804,0804Lb1,337536933,Q4535126,50.018445,27.367373
317,Mikhlia,Volhinia,Zaslavl',1,South-West,311,1438,selo,0,1,"","","","","Михля, Хмельницька область, Україна",0804,0804Mk1,337527874,Q4298176,50.1603563,26.8094319
318,Shchepetovka,Volhinia,Zaslavl',1,South-West,3880,8033,mestechko,0,1,"","","",שפטיבקה,"Шепетівка, Хмельницька область, Україна",0804,0804Sc1,313245343,Q161965,50.1809437,27.0651783
319,Sudilkov,Volhinia,Zaslavl',1,South-West,2712,5551,mestechko,0,1,"","","",סודילקוב,"Судилків, Судилківська сільська громада, Шепетівський район, Хмельницька область, 30430, Україна",0804,0804Sd1,337527665,Q4445436,50.166321,27.13142
320,Sluvuta,Volhinia,Zaslavl',1,South-West,4891,8454,mestechko,0,1,"","","",סלאוויטא,"Славута, Славутська міська громада, Шепетівський район, Хмельницька область, 30000, Україна",0804,0804Sl1,313243807,Q856018,50.2962398,26.8658254
321,Velikii Cherniatin,Volhinia,Zaslavl',1,South-West,254,1555,selo,0,1,"","","","","Великий Чернятин, Хмельницька область, Україна",0804,0804Vl1,337545099,Q967955,49.786949,27.071341
322,Zaslavl',Volhinia,Zaslavl',1,South-West,5998,12611,Uezdnyi gorod,0,1,"","","","","Ізяслав, Ізяславська міська громада, Шепетівський район, Хмельницька область, Україна",0804,0804Zs1,192675927,Q841029,50.1194691,26.8207625
323,Cheremoshno,Volhinia,Kovel',1,South-West,113,1144,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Черемошне, Волинська область, Україна",0805,0805Cr1,337509550,Q4512739,51.3233953,25.0232037
324,Dol'sk,Volhinia,Kovel',1,South-West,17,637,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Дольськ, Турійська селищна громада, Ковельський район, Волинська область, Україна",0805,0805Dl1,30722807,Q4165139,51.1079635,24.3728217
325,Datyn',Volhinia,Kovel',1,South-West,40,1520,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Датинь, Велимченська сільська громада, Ковельський район, Волинська область, 44165, Україна",0805,0805Dt1,337507282,Q4155220,51.525532,24.76009
326,Goloby,Volhinia,Kovel',1,South-West,108,1416,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Голоби, Голобська селищна громада, Ковельський район, Волинська область, 45070, Україна",0805,0805Gl1,337511906,Q2470639,51.0859784,25.015465
327,Kamen'-Kashirsk,Volhinia,Kovel',1,South-West,1189,1220,mestechko,0,1,"","","",קאמין-קושירסקי,"Камінь-Каширський, Камінь-Каширська міська громада, Камінь-Каширський район, Волинська область, 44501, Україна",0805,0805Km1,337506245,Q1000461,51.6271153,24.961357
328,Kortelisy,Volhinia,Kovel',1,South-West,141,1110,selo,0,1,"","","","","Кортеліси, Ратнівська селищна громада, Ковельський район, Волинська область, Україна",0805,0805Kr1,30723729,Q2621101,51.851753,24.42799
329,Kashovka,Volhinia,Kovel',1,South-West,445,1059,mestechko,0,1,"","","","","Кашівка, Волинська область, Україна",0805,0805Ks1,337511143,Q4218083,51.164021,25.313869
330,Kovel',Volhinia,Kovel',1,South-West,8521,17697,Uezdnyi gorod,0,1,"","","",קובל,"Ковель, Ковельська міська громада, Ковельський район, Волинська область, 45004, Україна",0805,0805Kv1,146651245,Q156704,51.2120807,24.7088806
331,Malaia Glusha,Volhinia,Kovel',1,South-West,55,1046,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Мала Глуша, Камінь-Каширська міська громада, Камінь-Каширський район, Волинська область, 44224, Україна",0805,0805Ml1,30723881,Q4276806,51.7866437,24.9807531
332,Mel'nitsa,Volhinia,Kovel',1,South-West,1599,2588,mestechko,0,1,"","","","","Мельниця, Велицька сільська громада, Ковельський район, Волинська область, 45080, Україна",0805,0805Ml2,337511239,Q2509678,51.15131,25.104099
333,Milianovichi,Volhinia,Kovel',1,South-West,100,755,mestechko,0,1,"","","","","Миляновичі, Луківська селищна громада, Ковельський район, Волинська область, 44820, Україна",0805,0805Ml3,337510829,Q4293895,51.189984,24.4479483
334,Matsiov,Volhinia,Kovel',1,South-West,2337,3897,mestechko,0,1,"","","","","Луків, Луківська селищна громада, Ковельський район, Волинська область, 44810, Україна",0805,0805Mt1,337510512,Q2027024,51.2297317,24.3420795
335,Nesukhoizhi,Volhinia,Kovel',1,South-West,814,1862,mestechko,0,1,"","","","","Воля, Ковельська міська громада, Ковельський район, Волинська область, 45021, Україна",0805,0805Ns1,337508873,Q2068366,51.3767408,24.833854
336,Povursk,Volhinia,Kovel',1,South-West,35,1328,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Поворськ, Поворська сільська громада, Ковельський район, Волинська область, Україна",0805,0805Pv1,30723689,Q933619,51.261631,25.129389
337,Ratno,Volhinia,Kovel',1,South-West,2219,3089,mestechko,0,1,"","","",רטנה,"Ратне, Ратнівська селищна громада, Ковельський район, Волинська область, 44100, Україна",0805,0805Rt1,337505820,Q1385480,51.67145,24.52458
338,Stobykova,Volhinia,Kovel',1,South-West,492,1214,mestechko,0,1,"","","","","Стобихва, Камінь-Каширська міська громада, Камінь-Каширський район, Волинська область, Україна",0805,0805St1,30718739,Q4442690,51.3965,25.181232
339,Turiisk,Volhinia,Kovel',1,South-West,1713,2938,Zashtatnyi gorod,0,1,"","","","","Турійськ, Турійська селищна громада, Ковельський район, Волинська область, 44800, Україна",0805,0805Tr1,337511968,Q1996528,51.08299,24.52389
340,Velikaia Glusha,Volhinia,Kovel',1,South-West,182,1734,selo,0,1,"","","",גלוּשָׁה רבתי,"Велика Глуша, Камінь-Каширська міська громада, Камінь-Каширський район, Волинська область, 44221, Україна",0805,0805Vl1,30723727,Q2065654,51.817032,25.04236
341,Bielozorki,Volhinia,Kremenets,1,South-West,1070,2905,mestechko,0,1,"","","","","Білозірка, Тернопільська область, Україна",0806,0806Bl1,337545889,Q4082469,49.7642414,26.1814411
342,Bol'shie Fol'varki,Volhinia,Kremenets,1,South-West,,,selo,1,0,"","",It's not mentioned in census; http://fgurgia.ru/showObject.do?object=27413913,"",Bol'shie Fol'varki,0806,0806Bl2,,"",50.36666,28.13333
343,Berezhetsy,Volhinia,Kremenets,1,South-West,428,1252,mestechko,0,1,"","","","","Великі Бережці, Тернопільська область, Україна",0806,0806Br1,337534596,Q4106383,50.09663,25.60501
344,Iampol',Volhinia,Kremenets,1,South-West,1482,2564,mestechko,0,1,"","","",יאמפיל,"Ямпіль, Хмельницька область, Україна",0806,0806Im1,337538997,Q1681481,49.9562165,26.2274578
345,Kremenets,Volhinia,Kremenets,1,South-West,6539,17704,Uezdnyi gorod,0,1,"","","","","Кременець, Тернопільська область, Україна",0806,0806Kr1,312247291,Q849116,50.0960966,25.7260783
346,Katerburg,Volhinia,Kremenets,1,South-West,693,1035,mestechko,0,1,"","","","","Катеринівка, Тернопільська область, Україна",0806,0806Kt1,337537503,Q4217332,50.0053,25.88619
347,Lapovtsy,Volhinia,Kremenets,1,South-West,1174,2525,mestechko,0,1,"","",Different city is mentioned on site and link (same population),לאניבצי,"Ланівці, Лановецька міська громада, Кременецький район, Тернопільська область, 47400, Україна",0806,0806Lp1,312249487,Q591788,49.8734191,26.0780148
348,Novyi Aleksinets,Volhinia,Kremenets,1,South-West,342,1206,mestechko,0,1,"","","","","Новий Олексинець, Тернопільська область, Україна",0806,0806Nv1,337543349,Q4326561,49.838958,25.4945994
349,Novyi Pochaev,Volhinia,Kremenets,1,South-West,1377,1921,mestechko,0,1,"","",Different city is mentioned on site and link (same population),"","Почаїв, Тернопільська область, Україна",0806,0806Nv2,312253429,Q149060,50.0017638,25.5110926
350,Novyi Vishnevets,Volhinia,Kremenets,1,South-West,2980,4196,mestechko,0,1,"","","","","Вишнівець, Тернопільська область, Україна",0806,0806Nv3,337541242,Q2993487,49.9019379,25.7510822
351,Radzivilov,Volhinia,Kremenets,1,South-West,4322,7313,mestechko,0,1,"","","",ראדיביליב,"Радивилів, Рівненська область, Україна",0806,0806Rd1,337533363,Q1020069,50.1279775,25.2487069
352,Rokhmanovo,Volhinia,Kremenets,1,South-West,93,576,selo,0,1,"","","","","Рохманів, Тернопільська область, Україна",0806,0806Rk1,337533422,Q4398758,50.12821,26.08669
353,Shumsk,Volhinia,Kremenets,1,South-West,1962,2258,mestechko,0,1,"","","","","Шумськ, Тернопільська область, Україна",0806,0806Sm1,312259277,Q219601,50.1183638,26.1186214
354,Staryi Vishnevets,Volhinia,Kremenets,1,South-West,314,1651,mestechko,0,1,"","","","","Старий Вишнівець, Тернопільська область, Україна",0806,0806St1,3167522,Q4441028,49.8918086,25.7546001
355,Vyshgorodok,Volhinia,Kremenets,1,South-West,1078,2169,mestechko,0,1,"","","",וישגרודק,"Вишгородок, Лановецька міська громада, Кременецький район, Тернопільська область, 47432, Україна",0806,0806Vy1,337545647,Q4129953,49.76875,25.96859
356,Bol'shaia Volnianka,Volhinia,Lutsk,1,South-West,286,1305,koloniia,0,1,"","",Now part of Rozhishche: http://www.rujen.ru/index.php/%D0%92%D0%BE%D0%B2%D0%BD%D1%8F%D0%BD%D0%BA%D0%B0,רוז'ישצ'ה,"Рожище, Рожищенська міська громада, Луцький район, Волинська область, 45101, Україна",0807,0807Bl1,337514044,Q148896,50.916332,25.2712543
357,Bol'shoi Zheludsk,Volhinia,Lutsk,1,South-West,51,595,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Малий Жолудськ, Рафалівська селищна громада, Вараський район, Рівненська область, 34364, Україна",0807,0807Bl2,337509636,Q4278868,51.303978,26.103418
358,Berezhnitsa,Volhinia,Lutsk,1,South-West,2160,2964,mestechko,0,1,"","","","","Бережниця, Дубровицька міська громада, Сарненський район, Рівненська область, 34164, Україна",0807,0807Br1,337508161,Q4084328,51.440048,26.46607
359,Chartoriisk,Volhinia,Lutsk,1,South-West,822,2776,mestechko,0,1,"","","","","Чарторийськ, Волинська область, Україна",0807,0807Cr1,30723699,Q1007758,51.226158,25.878981
360,Dradysk,Volhinia,Lutsk,1,South-West,18,579,selo,1,1,"",at_most,No Jews mentioned; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Градиськ, Маневицька селищна громада, Камінь-Каширський район, Волинська область, 44621, Україна",0807,0807Dr1,337508775,Q4147398,51.382202,25.346375
361,Gulevichev,Volhinia,Lutsk,1,South-West,245,673,mestechko,0,1,"","","","","Гулівка, Поворська сільська громада, Ковельський район, Волинська область, Україна",0807,0807Gl1,30718912,Q2068330,51.259121,25.21946
362,Gorodets,Volhinia,Lutsk,1,South-West,113,1876,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,"","Городець, Сарненська міська громада, Сарненський район, Рівненська область, 34381, Україна",0807,0807Gr1,337509894,Q964803,51.2816709,26.3289655
363,Gorodok,Volhinia,Lutsk,1,South-West,188,1118,mestechko,0,1,"","","","",Городок,0807,0807Gr2,337517729,Q2065860,50.6964519,25.129314
364,Ignatovka,Volhinia,Lutsk,1,South-West,567,567,koloniia,0,1,"","","",לוז'ישט,"Ківерцівська міська громада, Волинська область, Україна",0807,0807Ig1,10738436126,Q2905629,50.9346675,25.6994506
365,Kolki,Volhinia,Lutsk,1,South-West,2537,4394,mestechko,0,1,"","","","","Колки, Колківська селищна громада, Луцький район, Волинська область, 44663, Україна",0807,0807Kl1,337511872,Q1010088,51.0962777,25.6676021
366,Kopachevka,Volhinia,Lutsk,1,South-West,226,648,poselok,0,1,"","","","","Копачівка, Копачівська сільська громада, Луцький район, Волинська область, 45150, Україна",0807,0807Kp1,337514623,Q4232263,50.8798116,25.2230391
367,Kivertsy,Volhinia,Lutsk,1,South-West,59,564,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,קיברצי,"Ківерці, Ківерцівська міська громада, Луцький район, Волинська область, 45201, Україна",0807,0807Kv1,337515438,Q148890,50.8333448,25.4648622
368,Lishnevka,Volhinia,Lutsk,1,South-West,292,1354,mestechko,0,1,"","","","","Лишнівка, Волинська область, Україна",0807,0807Ls1,337507826,Q7238092,51.47575,25.40863
369,Lutsk,Volhinia,Lutsk,1,South-West,9468,15804,Uezdnyi gorod,0,1,"","","",לוצק,"Луцьк, Луцька міська громада, Луцький район, Волинська область, 45606, Україна",0807,0807Lt1,146570870,Q7550,50.7450733,25.320078
370,Manevichi,Volhinia,Lutsk,1,South-West,5,990,selo,1,1,"",at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,"","Маневичі, Маневицька селищна громада, Камінь-Каширський район, Волинська область, 44600, Україна",0807,0807Mn1,337509799,Q1014310,51.2908106,25.537878
371,Olizarka,Volhinia,Lutsk,1,South-West,254,,koloniia,0,0,unknown,"",It's not mentioned in census but mentioned in Jewish Encyclopedy of Brokhaus&Efron,"","хутір Олізарка, Рафалівська селищна громада, Вараський район, Рівненська область, 34362, Україна",0807,0807Ol1,1782353075,"",51.3552476,25.9823543
372,Rafalovka,Volhinia,Lutsk,1,South-West,1054,2038,mestechko,0,1,"","","",רפליבקה,"Рафалівка, Рафалівська селищна громада, Вараський район, Рівненська область, 34371, Україна",0807,0807Rf1,337509652,Q2670231,51.30718,26.00018
373,Rozhishche,Volhinia,Lutsk,1,South-West,3169,3830,mestechko,0,1,"","","",רוז'ישצ'ה,Рожище,0807,0807Rz1,337514044,Q148896,50.916332,25.2712543
374,Sofievka,Volhinia,Lutsk,1,South-West,1580,1591,koloniia,0,1,"","","",טרוכנברוד,"Цуманська селищна громада, Волинська область, Україна",0807,0807Sf1,4295226540,Q702450,50.9143165,25.6951115
375,Sokul',Volhinia,Lutsk,1,South-West,490,1333,mestechko,0,1,"","","","","Сокіл, Рожищенська міська громада, Луцький район, Волинська область, 45113, Україна",0807,0807Sk1,30720258,Q762209,51.047291,25.34203
376,Torchin,Volhinia,Lutsk,1,South-West,2629,4507,mestechko,0,1,"","","","","Торчин, Торчинська селищна громада, Луцький район, Волинська область, 45612, Україна",0807,0807Tr1,30736942,Q2469901,50.769734,25.010768
377,Troianovka,Volhinia,Lutsk,1,South-West,314,1676,mestechko,0,1,"","","","","Троянівка, Маневицька селищна громада, Камінь-Каширський район, Волинська область, Україна",0807,0807Tr2,30723631,Q4464060,51.331558,25.28606
378,Vladimirets,Volhinia,Lutsk,1,South-West,1024,2074,mestechko,0,1,"","","",ולדימירץ,"Володимирець, Володимирецька селищна громада, Вараський район, Рівненська область, 34300, Україна",0807,0807Vl1,337508346,Q2658213,51.4197839,26.1392078
379,Zhalobov,Volhinia,Lutsk,1,South-West,261,1063,derevnia,0,1,"","",Now part of Rozhishche:http://www.rujen.ru/index.php/%D0%96%D0%90%D0%9B%D0%9E%D0%91%D0%9E%D0%92,"",Zhalobov,0807,0807Zl1,,"",50.9167,25.2667
380,Baranovka,Volhinia,Novograd-Volynskii,1,South-West,1990,2095,mestechko,0,1,"","","",ברניבקה,Баранівка,0808,0808Br1,337525063,Q148917,50.29369,27.66666
