uid,index,district,district_id,court,court_id,type,entry_nr,level,name,area_ha,ref_parent,male,female,total,rom_cat,grk_cat,jews,othr,get,pol,rut,oth_lng,houses,lat,lon,modern_name,osm_id,wikidata_id,modern_type,nom_status
160233,2740.0,Dolina,16.0,Dolina,1602,mun,33.0,parent,Wełdzirz,3226.0,,1257.0,1195.0,2452.0,628.0,1176.0,606.0,42.0,117.0,732.0,1589.0,,383.0,48.900547,23.920973,"Шевченкове, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337580805.0,Q4522212,village,located
160234,2741.0,Dolina,16.0,Dolina,1602,mun,34.0,parent,Wyszków,1537.0,,285.0,285.0,570.0,29.0,434.0,107.0,,113.0,19.0,421.0,,101.0,,,,,,,not_found
160201,2742.0,Dolina,16.0,Dolina,1602,estate,1.0,parent,Debelówka,,1.0,1.0,3.0,4.0,,,4.0,,4.0,,,,1.0,,,,,,,not_found
160202,2743.0,Dolina,16.0,Dolina,1602,estate,2.0,parent,Dolina,53.0,2.0,,,,,,,,,,,,,48.9782308,23.9789588,"Долина, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",3607686.0,Q157472,town,located
160203,2744.0,Dolina,16.0,Dolina,1602,estate,3.0,parent,Engelsberg,,3.0,,,,,,,,,,,,1.0,48.8722288,23.9247663,"Ангелівка, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337582097.0,Q4065119,village,not_found
160204,2745.0,Dolina,16.0,Dolina,1602,estate,4.0,parent,Grabów,1129.0,4.0,1.0,3.0,4.0,3.0,1.0,,,3.0,1.0,,,2.0,48.907501,23.99955,"Грабів, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",3655010.0,Q4147251,village,not_found
160206,2746.0,Dolina,16.0,Dolina,1602,estate,5.0,parent,Ilemnia,6514.0,6.0,3.0,6.0,9.0,2.0,,7.0,,7.0,2.0,,,2.0,,,,,,,not_found
160209,2747.0,Dolina,16.0,Dolina,1602,estate,6.0,parent,Kalna,7745.0,9.0,5.0,4.0,9.0,4.0,5.0,,,4.0,5.0,,,2.0,48.963299,23.812216,"Кальна, Витвицька сільська громада, Калуський район, Івано-Франківська область, Україна",864851194.0,Q4210535,village,not_found
160210,2748.0,Dolina,16.0,Dolina,1602,estate,7.0,parent,Kniażołuka,707.0,10.0,5.0,6.0,11.0,,,7.0,4.0,7.0,4.0,,,2.0,48.995491,23.903496,"Княжолука, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",11008628.0,Q4224848,village,located
160211,2749.0,Dolina,16.0,Dolina,1602,estate,8.0,parent,Lipowica,,11.0,197.0,15.0,212.0,39.0,165.0,8.0,,1.0,20.0,84.0,,17.0,48.767391,24.044792,"Липовиця, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3655743.0,Q4262746,village,located
160212,2750.0,Dolina,16.0,Dolina,1602,estate,9.0,parent,Lolin,4775.0,12.0,1.0,1.0,2.0,,,2.0,,2.0,,,,1.0,48.8736828,23.9440671,"Лолин, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337582156.0,Q4266037,village,located
160213,2751.0,Dolina,16.0,Dolina,1602,estate,10.0,parent,Łopianka,253.0,13.0,3.0,3.0,6.0,5.0,1.0,,,4.0,1.0,1.0,,1.0,,,,,,,not_found
160214,2752.0,Dolina,16.0,Dolina,1602,estate,11.0,parent,Ludwikówka,2207.0,14.0,1079.0,129.0,1208.0,222.0,899.0,70.0,17.0,97.0,67.0,1038.0,6.0,45.0,48.792,23.757589,"Мислівка, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337585709.0,Q4309533,village,located
160215,2753.0,Dolina,16.0,Dolina,1602,estate,12.0,parent,Maksymówka,24.0,15.0,7.0,10.0,17.0,4.0,3.0,10.0,,17.0,,,,4.0,48.8871,23.93166,"Максимівка, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337581386.0,Q4276300,village,located
160216,2754.0,Dolina,16.0,Dolina,1602,estate,13.0,parent,Mizuń Nowy,,16.0,3.0,2.0,5.0,4.0,1.0,,,3.0,1.0,1.0,,2.0,48.8965965,23.8397454,"Новий Мізунь, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337581143.0,Q4326706,village,located
160217,2755.0,Dolina,16.0,Dolina,1602,estate,14.0,parent,Mizuń Stary,15904.0,17.0,153.0,97.0,250.0,109.0,115.0,20.0,6.0,13.0,129.0,42.0,,20.0,48.923096,23.876841,"Старий Мізунь, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337580055.0,Q4441102,village,located
160218,2756.0,Dolina,16.0,Dolina,1602,estate,15.0,parent,Nadziejów,,18.0,2.0,5.0,7.0,,,7.0,,7.0,,,,1.0,48.997349,24.075968,"Надіїв, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",6605831.0,Q4311968,village,located
160220,2757.0,Dolina,16.0,Dolina,1602,estate,16.0,parent,Nowosielica,181.0,20.0,115.0,98.0,213.0,116.0,24.0,37.0,36.0,102.0,74.0,35.0,2.0,17.0,48.951183,23.918934,"Новоселиця, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337579239.0,Q4325256,village,located
1602NA_1,2758.0,Dolina,16.0,Dolina,1602,estate,16.0,ort,Nowosielica Niżna,,,1.0,2.0,3.0,,,3.0,,3.0,,,,1.0,48.951183,23.918934,"Новоселиця, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337579239.0,Q4325256,village,located
1602NA_2,2759.0,Dolina,16.0,Dolina,1602,estate,16.0,ort,Nowosielica Wyżna,,,114.0,96.0,210.0,116.0,24.0,34.0,36.0,102.0,71.0,35.0,2.0,16.0,48.951183,23.918934,"Новоселиця, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337579239.0,Q4325256,village,located
160221,2760.0,Dolina,16.0,Dolina,1602,estate,17.0,parent,Nowoszyn,102.0,21.0,6.0,6.0,12.0,,2.0,10.0,,10.0,,2.0,,2.0,48.89724,23.896769,"Новошин, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337581022.0,Q4326251,village,located
160223,2761.0,Dolina,16.0,Dolina,1602,estate,18.0,parent,Rachin,4508.0,23.0,3.0,6.0,9.0,9.0,,,,9.0,,,,3.0,,,,,,,not_found
160224,2762.0,Dolina,16.0,Dolina,1602,estate,19.0,parent,Raków,1.0,24.0,2.0,6.0,8.0,7.0,1.0,,,5.0,1.0,2.0,,1.0,48.995144,24.109421,"Раків, Брошнів-Осадська селищна громада, Калуський район, Івано-Франківська область, Україна",6605832.0,Q4389435,village,not_found
160225,2763.0,Dolina,16.0,Dolina,1602,estate,20.0,parent,Seneczów,1817.0,25.0,28.0,0.0,28.0,,28.0,,,,,,,1.0,,,,,,,not_found
160226,2764.0,Dolina,16.0,Dolina,1602,estate,21.0,parent,Słoboda Dolińska,520.0,26.0,6.0,8.0,14.0,8.0,1.0,5.0,,5.0,8.0,1.0,,2.0,49.0329066,24.0309886,"Слобода-Долинська, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",7929671.0,Q4423492,village,located
160228,2765.0,Dolina,16.0,Dolina,1602,estate,22.0,parent,Suchodół,11537.0,28.0,32.0,17.0,49.0,17.0,26.0,6.0,,6.0,19.0,15.0,,6.0,48.795128,24.020029,"Суходіл, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3655891.0,Q4447193,village,located
160230,2766.0,Dolina,16.0,Dolina,1602,estate,23.0,parent,Trościaniec,88.0,30.0,,,,,,,,,,,,,49.061283,24.011482,"Тростянець, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",337574193.0,Q4463826,village,located
160231,2767.0,Dolina,16.0,Dolina,1602,estate,24.0,parent,"Turza Mała, auch Turza Gniła",335.0,31.0,6.0,5.0,11.0,1.0,2.0,8.0,,8.0,1.0,2.0,,2.0,48.95306,23.967325,"Мала Тур’я, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",3907931.0,Q4277429,village,located
160232,2768.0,Dolina,16.0,Dolina,1602,estate,25.0,parent,Turza Wielka,2105.0,32.0,23.0,14.0,37.0,6.0,8.0,21.0,2.0,20.0,11.0,6.0,,6.0,49.109921,24.059031,"Велика Тур’я, Долинська міська громада, Калуський район, Івано-Франківська область, Україна",7929668.0,Q2891926,village,located
160233,2769.0,Dolina,16.0,Dolina,1602,estate,26.0,parent,Wełdzirz,3389.0,33.0,105.0,82.0,187.0,97.0,52.0,23.0,15.0,35.0,98.0,38.0,,28.0,48.900547,23.920973,"Шевченкове, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",337580805.0,Q4522212,village,located
160222,2770.0,Dolina,16.0,Dolina,1602,estate,27.0,parent,Wygoda ad Pacyków,332.0,22.0,728.0,579.0,1307.0,604.0,247.0,292.0,164.0,463.0,472.0,367.0,5.0,105.0,48.9229324,23.9200453,"Пациків, Вигодська селищна громада, Калуський район, Івано-Франківська область, Україна",11003995.0,Q3334732,village,located
160234,2771.0,Dolina,16.0,Dolina,1602,estate,28.0,parent,Wyszków,13214.0,34.0,373.0,16.0,389.0,14.0,334.0,41.0,,8.0,7.0,7.0,,12.0,,,,,,,not_found
160301,2772.0,Dolina,16.0,Rożniatów,1603,mun,1.0,parent,Broszniów,736.0,,602.0,565.0,1167.0,214.0,831.0,111.0,11.0,127.0,225.0,814.0,,185.0,48.98175,24.203064,"Брошнів, Брошнів-Осадська селищна громада, Калуський район, Івано-Франківська область, Україна",3545330.0,Q4097118,village,not_found
160302,2773.0,Dolina,16.0,Rożniatów,1603,mun,2.0,parent,Ceniawa,1834.0,,817.0,878.0,1695.0,41.0,1647.0,6.0,1.0,4.0,3.0,1688.0,,282.0,,,,,,,not_found
160303,2774.0,Dolina,16.0,Rożniatów,1603,mun,3.0,parent,Duba,795.0,,510.0,521.0,1031.0,15.0,1000.0,16.0,,,26.0,1005.0,,201.0,48.848362,24.160015,"Дуба, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3650697.0,Q104421562,village,located
160304,2775.0,Dolina,16.0,Rożniatów,1603,mun,4.0,parent,Dubszara,,,175.0,159.0,334.0,,322.0,12.0,,,,334.0,,57.0,48.845901,24.09885,"Дубшари, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3653321.0,Q4169916,village,located
160305,2776.0,Dolina,16.0,Rożniatów,1603,mun,5.0,parent,Janówka,512.0,,273.0,301.0,574.0,1.0,573.0,,,,,574.0,,97.0,48.8779659,24.115749,"Іванівка, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",337581718.0,Q99214,village,not_found
160306,2777.0,Dolina,16.0,Rożniatów,1603,mun,6.0,parent,Jasienowice,736.0,,348.0,358.0,706.0,,689.0,17.0,,17.0,,689.0,,139.0,48.8904077,24.1235016,"Ясеновець, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",337581382.0,Q4539198,village,not_found
160307,2778.0,Dolina,16.0,Rożniatów,1603,mun,7.0,parent,Kniażowskie,927.0,,424.0,412.0,836.0,17.0,782.0,37.0,,7.0,17.0,812.0,,158.0,48.8657633,24.1479479,"Князівське, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3623047.0,Q4224983,village,located
160308,2779.0,Dolina,16.0,Rożniatów,1603,mun,8.0,parent,Krechowice,1522.0,,1025.0,1009.0,2034.0,354.0,1505.0,161.0,14.0,195.0,354.0,1485.0,,297.0,48.995605,24.159002,"Креховичі, Брошнів-Осадська селищна громада, Калуський район, Івано-Франківська область, Україна",3604017.0,Q4240516,village,located
160309,2780.0,Dolina,16.0,Rożniatów,1603,mun,9.0,parent,Lecówka,1886.0,,421.0,408.0,829.0,,796.0,33.0,,,,829.0,,129.0,48.831932,24.112827,"Лецівка, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3653372.0,Q4260465,village,located
160310,2781.0,Dolina,16.0,Rożniatów,1603,mun,10.0,parent,Łuhy,878.0,,191.0,171.0,362.0,6.0,331.0,25.0,,25.0,,333.0,,63.0,48.845272,24.031515,"Луги, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3656255.0,Q4267967,village,located
160311,2782.0,Dolina,16.0,Rożniatów,1603,mun,11.0,parent,Olchówka,269.0,,220.0,222.0,442.0,,433.0,9.0,,,9.0,433.0,,84.0,48.851936,24.186966,"Вільхівка, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3650123.0,Q4334272,village,located
160312,2783.0,Dolina,16.0,Rożniatów,1603,mun,12.0,parent,Perehińsko,5643.0,,3152.0,3189.0,6341.0,43.0,5437.0,861.0,,857.0,37.0,5447.0,,1107.0,48.8115525,24.1938558,"Перегінське, Перегінська селищна громада, Калуський район, Івано-Франківська область, Україна",3604022.0,Q2602993,town,located
160313,2784.0,Dolina,16.0,Rożniatów,1603,mun,13.0,parent,Reszniate,623.0,,276.0,265.0,541.0,,535.0,6.0,,,6.0,535.0,,89.0,,,,,,,not_found
160314,2785.0,Dolina,16.0,Rożniatów,1603,mun,14.0,parent,Rożniatów GO. 1896,1216.0,,1689.0,1800.0,3489.0,587.0,1804.0,1089.0,9.0,1062.0,317.0,2110.0,,501.0,48.9402225,24.1580976,"Рожнятів, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",3579368.0,Q1899345,town,located
160315,2786.0,Dolina,16.0,Rożniatów,1603,mun,15.0,parent,Rypne,524.0,,397.0,387.0,784.0,5.0,759.0,11.0,9.0,9.0,16.0,759.0,,130.0,48.827713,24.147091,"Ріпне, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3656165.0,Q4393482,village,located
160316,2787.0,Dolina,16.0,Rożniatów,1603,mun,16.0,parent,Spas,2194.0,,1016.0,990.0,2006.0,9.0,1874.0,123.0,,16.0,,1990.0,,390.0,48.8888154,24.0625108,"Спас, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3656238.0,Q4430770,village,located
160316_1,2788.0,Dolina,16.0,Rożniatów,1603,mun,16.0,ort,Podsuche,,,115.0,130.0,245.0,,238.0,7.0,,7.0,,238.0,,47.0,48.861996,24.062798,"Підсухи, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3656237.0,Q4368385,village,located
160316_2,2789.0,Dolina,16.0,Rożniatów,1603,mun,16.0,ort,Pohorylec,,,208.0,208.0,416.0,,392.0,24.0,,,,416.0,,81.0,48.878891,24.072075,"Погорілець, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3656236.0,Q4366648,village,located
160316_3,2790.0,Dolina,16.0,Rożniatów,1603,mun,16.0,ort,Spas,,,693.0,652.0,1345.0,9.0,1244.0,92.0,,9.0,,1336.0,,262.0,48.8888154,24.0625108,"Спас, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3656238.0,Q4430770,village,located
160317,2791.0,Dolina,16.0,Rożniatów,1603,mun,17.0,parent,Strutyn Niżny,1916.0,,1068.0,1058.0,2126.0,3.0,2112.0,11.0,,11.0,3.0,2112.0,,368.0,48.940067,24.119722,"Нижній Струтинь, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",3653437.0,Q4319193,village,located
160318,2792.0,Dolina,16.0,Rożniatów,1603,mun,18.0,parent,Strutyn Wyżny,1253.0,,552.0,573.0,1125.0,30.0,1092.0,3.0,,3.0,,1122.0,,205.0,48.9202416,24.0738685,"Верхній Струтинь, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",3653425.0,Q4108729,village,located
160319,2793.0,Dolina,16.0,Rożniatów,1603,mun,19.0,parent,Swaryczów,2479.0,,1349.0,1319.0,2668.0,219.0,2418.0,31.0,,14.0,79.0,2575.0,,479.0,48.959156,24.186478,"Сваричів, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",337579060.0,Q4409985,village,located
160301,2794.0,Dolina,16.0,Rożniatów,1603,estate,1.0,parent,Broszniów,237.0,1.0,19.0,18.0,37.0,10.0,2.0,19.0,6.0,25.0,10.0,2.0,,5.0,48.98175,24.203064,"Брошнів, Брошнів-Осадська селищна громада, Калуський район, Івано-Франківська область, Україна",3545330.0,Q4097118,village,not_found
160302,2795.0,Dolina,16.0,Rożniatów,1603,estate,2.0,parent,Ceniawa,22.0,2.0,2.0,7.0,9.0,,,9.0,,9.0,,,,4.0,,,,,,,not_found
160303,2796.0,Dolina,16.0,Rożniatów,1603,estate,3.0,parent,Duba,398.0,3.0,13.0,13.0,26.0,5.0,12.0,9.0,,9.0,7.0,10.0,,5.0,48.848362,24.160015,"Дуба, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3650697.0,Q104421562,village,located
160304,2797.0,Dolina,16.0,Rożniatów,1603,estate,4.0,parent,Dubszara,5.0,4.0,1.0,0.0,1.0,1.0,,,,,1.0,,,1.0,48.845901,24.09885,"Дубшари, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3653321.0,Q4169916,village,located
160305,2798.0,Dolina,16.0,Rożniatów,1603,estate,5.0,parent,Janówka,,5.0,1.0,1.0,2.0,,,2.0,,2.0,,,,1.0,48.8779659,24.115749,"Іванівка, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",337581718.0,Q99214,village,not_found
160306,2799.0,Dolina,16.0,Rożniatów,1603,estate,6.0,parent,Jasienowice,39.0,6.0,,,,,,,,,,,,,48.8904077,24.1235016,"Ясеновець, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",337581382.0,Q4539198,village,not_found
160307,2800.0,Dolina,16.0,Rożniatów,1603,estate,7.0,parent,Kniażowskie,24.0,7.0,1.0,5.0,6.0,,,6.0,,6.0,,,,1.0,48.8657633,24.1479479,"Князівське, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3623047.0,Q4224983,village,located
160308,2801.0,Dolina,16.0,Rożniatów,1603,estate,8.0,parent,Krechowice,1469.0,8.0,32.0,39.0,71.0,11.0,20.0,40.0,,35.0,16.0,20.0,,10.0,48.995605,24.159002,"Креховичі, Брошнів-Осадська селищна громада, Калуський район, Івано-Франківська область, Україна",3604017.0,Q4240516,village,located
160309,2802.0,Dolina,16.0,Rożniatów,1603,estate,9.0,parent,Lecówka,2.0,9.0,1.0,3.0,4.0,,1.0,,3.0,3.0,,1.0,,2.0,48.831932,24.112827,"Лецівка, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3653372.0,Q4260465,village,located
160311,2803.0,Dolina,16.0,Rożniatów,1603,estate,10.0,parent,Olchówka,5.0,11.0,2.0,1.0,3.0,1.0,2.0,,,,3.0,,,4.0,48.851936,24.186966,"Вільхівка, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3650123.0,Q4334272,village,located
160312,2804.0,Dolina,16.0,Rożniatów,1603,estate,11.0,parent,Perehińsko,29533.0,12.0,118.0,121.0,239.0,60.0,111.0,68.0,,67.0,28.0,138.0,,44.0,48.8115525,24.1938558,"Перегінське, Перегінська селищна громада, Калуський район, Івано-Франківська область, Україна",3604022.0,Q2602993,town,located
160314,2805.0,Dolina,16.0,Rożniatów,1603,estate,12.0,parent,Rożniatów,550.0,14.0,40.0,44.0,84.0,32.0,38.0,10.0,4.0,13.0,37.0,34.0,,12.0,48.9402225,24.1580976,"Рожнятів, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",3579368.0,Q1899345,town,located
160315,2806.0,Dolina,16.0,Rożniatów,1603,estate,13.0,parent,Rypne,649.0,15.0,2.0,3.0,5.0,3.0,2.0,,,,5.0,,,2.0,48.827713,24.147091,"Ріпне, Дубівська сільська громада, Калуський район, Івано-Франківська область, Україна",3656165.0,Q4393482,village,located
160316,2807.0,Dolina,16.0,Rożniatów,1603,estate,14.0,parent,Spas,1083.0,16.0,4.0,4.0,8.0,2.0,2.0,4.0,,4.0,2.0,2.0,,7.0,48.8888154,24.0625108,"Спас, Спаська сільська громада, Калуський район, Івано-Франківська область, Україна",3656238.0,Q4430770,village,located
160317,2808.0,Dolina,16.0,Rożniatów,1603,estate,15.0,parent,Strutyn Niżny,12.0,17.0,,,,,,,,,,,,,48.940067,24.119722,"Нижній Струтинь, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",3653437.0,Q4319193,village,located
160318,2809.0,Dolina,16.0,Rożniatów,1603,estate,16.0,parent,Strutyn Wyżny,355.0,18.0,11.0,18.0,29.0,1.0,6.0,22.0,,22.0,1.0,6.0,,5.0,48.9202416,24.0738685,"Верхній Струтинь, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",3653425.0,Q4108729,village,located
160319,2810.0,Dolina,16.0,Rożniatów,1603,estate,17.0,parent,Swaryczów,612.0,19.0,42.0,40.0,82.0,24.0,25.0,27.0,6.0,28.0,16.0,38.0,,14.0,48.959156,24.186478,"Сваричів, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, Україна",337579060.0,Q4409985,village,located
170101,2811.0,Drohobycz,17.0,Drohobycz,1701,mun,1.0,parent,Bania Kotowska,,,386.0,377.0,763.0,102.0,477.0,181.0,3.0,177.0,108.0,475.0,,113.0,49.2957243,23.4004013,"Баня Котівська, Борислав, Бориславська міська громада, Дрогобицький район, Львівська область, Україна",1725222907.0,Q12080864,suburb,located
170102,2812.0,Drohobycz,17.0,Drohobycz,1701,mun,2.0,parent,Bolechowce,2139.0,,702.0,719.0,1421.0,36.0,1329.0,23.0,33.0,32.0,15.0,1374.0,,273.0,49.330257,23.599318,"Болехівці, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",4105763.0,Q4090799,village,located
170103,2813.0,Drohobycz,17.0,Drohobycz,1701,mun,3.0,parent,Borysław,504.0,,5587.0,5103.0,10690.0,2858.0,1870.0,5950.0,12.0,701.0,7236.0,2751.0,2.0,1017.0,49.2824381,23.4138765,"Борислав, Бориславська міська громада, Дрогобицький район, Львівська область, Україна",2122756.0,Q157525,town,located
170104,2814.0,Drohobycz,17.0,Drohobycz,1701,mun,4.0,parent,Bronica,1830.0,,928.0,841.0,1769.0,41.0,1687.0,41.0,,,83.0,1686.0,,348.0,49.445335,23.422298,"Брониця, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",4640153.0,Q4097008,village,located
170105,2815.0,Drohobycz,17.0,Drohobycz,1701,mun,5.0,parent,Delawa,383.0,,266.0,297.0,563.0,77.0,486.0,,,,75.0,488.0,,101.0,49.35844,23.626019,"Далява, Меденицька селищна громада, Дрогобицький район, Львівська область, Україна",4584836.0,Q4154341,village,located
170106,2816.0,Drohobycz,17.0,Drohobycz,1701,mun,6.0,parent,Dereżyce,665.0,,229.0,233.0,462.0,33.0,403.0,17.0,9.0,19.0,44.0,399.0,,80.0,49.333843,23.456398,"Дережичі, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",3851501.0,Q4158873,village,located
170107,2817.0,Drohobycz,17.0,Drohobycz,1701,mun,7.0,parent,Dobrohostów,2196.0,,1013.0,961.0,1974.0,18.0,1804.0,51.0,101.0,102.0,19.0,1853.0,,349.0,49.260948,23.590038,"Доброгостів, Трускавецька міська громада, Дрогобицький район, Львівська область, Україна",4706768.0,Q4163658,village,located
170108,2818.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,parent,Drohobycz,2767.0,,9210.0,10222.0,19432.0,5005.0,5675.0,8683.0,69.0,6826.0,7275.0,5483.0,8.0,2106.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,located
170108_1,2819.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Drohobycz,,,9210.0,10222.0,19432.0,5005.0,5675.0,8683.0,69.0,6706.0,7264.0,5454.0,8.0,2078.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,located
170108_1,2820.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Liszniańskie,,,1564.0,1635.0,3199.0,,,,,,,,,370.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,located
170108_2,2821.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Plebania,,,186.0,202.0,388.0,,,,,,,,,72.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,from_parent
170108_3,2822.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Śródmieście,,,1067.0,1340.0,2407.0,,,,,,,,,167.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,located
170108_4,2823.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Wojtowska Góra,,,785.0,849.0,1634.0,,,,,,,,,185.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,from_parent
170108_5,2824.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Zadwórna,,,1327.0,1481.0,2808.0,,,,,,,,,340.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,from_parent
170108_6,2825.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Zagrody Miejskie,,,2467.0,2799.0,5266.0,,,,,,,,,453.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,from_parent
170108_7,2826.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Zawieźna,,,1220.0,1246.0,2466.0,,,,,,,,,305.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,from_parent
170108_8,2827.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Zwaryckie,,,525.0,579.0,1104.0,,,,,,,,,158.0,49.3529214,23.4920186,"Зваричі, Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2019653842.0,,suburb,located
170108_2,2828.0,Drohobycz,17.0,Drohobycz,1701,mun,8.0,ort,Korost,,,69.0,91.0,160.0,131.0,29.0,,,120.0,11.0,29.0,,28.0,49.3513996,23.5061662,"Дрогобич, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",2122758.0,Q158821,town,from_parent
170109,2829.0,Drohobycz,17.0,Drohobycz,1701,mun,9.0,parent,Gaje Niżne,2472.0,,965.0,1013.0,1978.0,8.0,1948.0,22.0,,,30.0,1948.0,,359.0,49.3433881,23.6858373,"Нижні Гаї, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",4630156.0,Q4319002,village,located
170110,2830.0,Drohobycz,17.0,Drohobycz,1701,mun,10.0,parent,Gaje Wyżne,1209.0,,517.0,506.0,1023.0,213.0,765.0,38.0,7.0,,275.0,748.0,,184.0,49.3097705,23.6556031,"Верхні Гаї, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна",3759164.0,Q4108570,village,located
170111,2831.0,Drohobycz,17.0,Drohobycz,1701,mun,11.0,parent,Gassendorf,,,128.0,129.0,257.0,,10.0,7.0,240.0,247.0,,10.0,,46.0,49.230373,23.646622,"Уличне, Трускавецька міська громада, Дрогобицький район, Львівська область, Україна",4241883.0,Q4474751,village,located
170112,2832.0,Drohobycz,17.0,Drohobycz,1701,mun,12.0,parent,Hubicze,936.0,,780.0,772.0,1552.0,247.0,1175.0,115.0,15.0,115.0,379.0,1058.0,,259.0,49.3075489,23.4432834,"Губичі, Борислав, Бориславська міська громада, Дрогобицький район, Львівська область, Україна",1725217156.0,Q97306328,suburb,located
