id,hierarchy,galil,kahal,name,settlement_type,pop,year,region,modern_name,viv,pow,geocode,olat,olon,kahal_id,subunit,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status,confidence
2344.0,,Ostrog,Smiała,Towmacz,village,11.0,1765.0,KJW,Tovsta,Kijow,Kijow,KJW_SMILA,49.15157,31.25867,122.0,Śmiała,49.1512976,31.2560432,Товста,337569945.0,Q4459863,,1.0,matched_cluster_fix,high
2345.0,,Ostrog,Smiała,Kapustyna,village,14.0,1765.0,KJW,Kapustyne,Kijow,Kijow,KJW_SMILA,48.94912,31.23875,122.0,Śmiała,48.95137,31.233166,Капустине,337579136.0,Q7259028,,1.0,matched_cluster_fix,high
2346.0,,Ostrog,Smiała,Stupieczna,village,7.0,1765.0,KJW,Stetsivka,Kijow,Kijow,KJW_SMILA,48.88479701,31.17081157,122.0,Śmiała,48.994171,31.149473,Стецівка,337576792.0,Q4442523,,1.0,matched_cluster_fix,high
2347.0,,Ostrog,Smiała,Oknina,village,11.0,1765.0,KJW,Oknina,Kijow,Kijow,KJW_SMILA,48.91743904,31.10441083,122.0,Śmiała,,,,,,,,not_found,medium
2348.0,,Ostrog,Smiała,Stecowka,village,7.0,1765.0,KJW,Stetsivka,Kijow,Kijow,KJW_SMILA,48.98939831,31.15602493,122.0,Śmiała,48.994171,31.149473,Стецівка,337576792.0,Q4442523,,1.0,matched_cluster_fix,high
2349.0,,Ostrog,Smiała,Łozowata,village,2.0,1765.0,KJW,Lozuvatka,Kijow,Kijow,KJW_SMILA,49.05519522,31.26846313,122.0,Śmiała,49.0596688,31.2768359,Лозуватка,337574171.0,Q4265540,,1.0,matched_cluster_fix,high
2350.0,,Ostrog,Smiała,Czyrkozuwka,village,5.0,1765.0,KJW,Chychyrkozivka,Kijow,Kijow,KJW_SMILA,49.03516705,31.12838745,122.0,Śmiała,49.0341391,31.1296096,Чичиркозівка,337575185.0,Q4516798,,1.0,matched_cluster_fix,high
2351.0,,Ostrog,Smiała,Kozacka Dolina,village,11.0,1765.0,KJW,Kozatske,Kijow,Kijow,KJW_SMILA,49.09792499,31.14315033,122.0,Śmiała,,,,,,,,not_found,medium
2352.0,,Ostrog,Smiała,Tarasowka,village,8.0,1765.0,KJW,Tarasivka,Kijow,Kijow,KJW_SMILA,49.13612574,31.0552597,122.0,Śmiała,49.1423222,31.0543583,Тарасівка,337570216.0,Q4451749,,1.0,matched_cluster_fix,high
2353.0,,Ostrog,Smiała,Budyszcza,village,4.0,1765.0,KJW,Budyshche,Kijow,Kijow,KJW_SMILA,49.19628835,31.03157043,122.0,Śmiała,,,,,,,,not_found,medium
2354.0,,Ostrog,Smiała,Maydanowka,village,8.0,1765.0,KJW,Maidanivka,Kijow,Kijow,KJW_SMILA,49.19998,30.96704,122.0,Śmiała,,,,,,,,not_found,medium
2355.0,,Ostrog,Smiała,Morynce,village,6.0,1765.0,KJW,Moryntsi,Kijow,Kijow,KJW_SMILA,49.2579464,30.99689484,122.0,Śmiała,49.255432,31.014347,Моринці,198124665.0,Q2180620,,1.0,matched_cluster_fix,high
2356.0,,Ostrog,Smiała,Kiryłowka,village,15.0,1765.0,KJW,Shevchenkove,Kijow,Kijow,KJW_SMILA,49.19382043,31.09199524,122.0,Śmiała,,,,,,,,not_found,medium
2357.0,,Ostrog,Smiała,Pedynowka,village,10.0,1765.0,KJW,Pedynivka,Kijow,Kijow,KJW_SMILA,49.22028808,31.08341217,122.0,Śmiała,49.2189394,31.0915704,Пединівка,337566864.0,Q4347889,,1.0,matched_cluster_fix,high
2358.0,,Ostrog,Smiała,Segedyńce,village,10.0,1765.0,KJW,Sehedyntsi,Kijow,Kijow,KJW_SMILA,49.26830861,31.14040375,122.0,Śmiała,49.2720977,31.1408647,Сегединці,337564774.0,Q4412756,,1.0,matched_cluster_fix,high
2359.0,,Ostrog,Smiała,Petryka,village,10.0,1765.0,KJW,Petryky,Kijow,Kijow,KJW_SMILA,49.25828251,31.16649628,122.0,Śmiała,49.2641642,31.1661306,Петрики,337565256.0,Q4360545,,1.0,matched_cluster_fix,high
2360.0,,Ostrog,Smiała,Żurawka,village,7.0,1765.0,KJW,Zhuravka,Kijow,Kijow,KJW_SMILA,49.28102034,31.18203163,122.0,Śmiała,49.2792609,31.1827384,Журавка,337564475.0,Q4181680,,1.0,matched_cluster_fix,high
2361.0,,Ostrog,Smiała,Olszana,city,26.0,1765.0,KJW,Olszana,Kijow,Kijow,KJW_SMILA,49.21042045,31.20323181,122.0,Olszana,,,,,,,,not_found,medium
2362.0,,Ostrog,Smiała,Werbowka,village,6.0,1765.0,KJW,Verbivka,Kijow,Kijow,KJW_SMILA,49.21916686,31.27120972,122.0,Olszana,49.2115256,31.2800736,Вербівка,337567552.0,Q4107479,,1.0,matched_cluster_fix,high
2363.0,,Ostrog,Smiała,Popowa Grobla,village,5.0,1765.0,KJW,Popivka,Kijow,Kijow,KJW_SMILA,49.18843318,31.30791064,122.0,Olszana,49.258858,31.4763486,Покасівка,9368702343.0,,,0.75,matched_cluster_fix,medium
2364.0,,Ostrog,Smiała,Wiązuwek,village,9.0,1765.0,KJW,Viazivok,Kijow,Kijow,KJW_SMILA,49.17093019,31.40888214,122.0,Olszana,49.1734694,31.4127267,"В’язівок, Черкаська область, Україна",337569100.0,Q2615161,,1.0,matched_reverse,high
2365.0,,Ostrog,Smiała,Chleptynowka,city,9.0,1765.0,KJW,Khlystunivka,Kijow,Kijow,KJW_SMILA,49.21513025,31.43737793,122.0,Olszana,49.2156311,31.4475045,"Хлистунівка, Черкаська область, Україна",337566881.0,Q4498319,,1.0,matched_reverse,high
2366.0,,Ostrog,Smiała,Horodyszcze,village,19.0,1765.0,KJW,Horodyshche,Kijow,Kijow,KJW_SMILA,49.28863461,31.43943787,122.0,Horodyszcze,49.2903792,31.4446702,Городище,337564052.0,Q219869,,1.0,matched_cluster_fix,high
2367.0,,Ostrog,Smiała,Walawa,village,11.0,1765.0,KJW,Valiava,Kijow,Kijow,KJW_SMILA,49.31079888,31.34262085,122.0,Horodyszcze,49.3080085,31.3334824,Валява,337563280.0,Q4103163,,1.0,matched_cluster_fix,high
2368.0,,Ostrog,Smiała,Czerepin,village,8.0,1765.0,KJW,Cherepyn,Kijow,Kijow,KJW_SMILA,49.40301048,31.38156175,122.0,Horodyszcze,49.40301048,31.38156175,,,,,,reverted_to_original,medium
2369.0,,Ostrog,Smiała,Hruzka,village,8.0,1765.0,KJW,Hruzka,Kijow,Kijow,KJW_SMILA,49.34774673,31.27503187,122.0,Horodyszcze,,,,,,,,not_found,medium
2370.0,,Ostrog,Smiała,Derenkowiec,village,23.0,1765.0,KJW,Dyrdyn,Kijow,Kijow,KJW_SMILA,49.43719023,31.43901283,122.0,Horodyszcze,,,,,,,,not_found,medium
2371.0,,Ostrog,Smiała,Starosilie,village,12.0,1765.0,KJW,Starosillia,Kijow,Kijow,KJW_SMILA,49.40503,31.59925,122.0,Horodyszcze,49.2673326,31.6898761,Мале Старосілля,337564792.0,Q4278276,,0.815,matched_cluster_fix,medium
2372.0,,Ostrog,Smiała,Mlijów,village,18.0,1765.0,KJW,Mliiv,Kijow,Kijow,KJW_SMILA,49.33691,31.51704,122.0,Horodyszcze,49.3449286,31.5316244,Мліїв,2923841297.0,Q7224743,,1.0,matched_cluster_fix,medium
2373.0,,Ostrog,Smiała,Huta,village,10.0,1765.0,KJW,Huta,Kijow,Kijow,KJW_SMILA,,,122.0,Horodyszcze,,,,,,,,no_coords,none
2374.0,,Ostrog,Smiała,Orłowice,village,17.0,1765.0,KJW,Budo-Orlovetska,Kijow,Kijow,KJW_SMILA,49.22504972,31.58014666,122.0,Horodyszcze,,,,,,,,not_found,medium
2375.0,,Ostrog,Smiała,Starosieleczko Małe,village,5.0,1765.0,KJW,Starosillia,Kijow,Kijow,KJW_SMILA,49.26973999,31.68162279,122.0,Horodyszcze,49.2673326,31.6898761,"Мале Старосілля, Черкаська область, Україна",337564792.0,Q4278276,,0.815,matched_reverse,medium
2376.0,,Ostrog,Smiała,Budy,village,2.0,1765.0,KJW,Budy,Kijow,Kijow,KJW_SMILA,49.30296389,31.61569654,122.0,Horodyszcze,,,,,,,,not_found,medium
2377.0,,Ostrog,Smiała,Bałaklija,village,12.0,1765.0,KJW,Bałaklija,Kijow,Kijow,KJW_SMILA,49.22986924,31.71962813,122.0,Horodyszcze,49.2261544,31.7366283,"Балаклея, Черкаська область, Україна",337566489.0,Q4076316,,0.941,matched_reverse,high
2378.0,,Ostrog,Smiała,Konstantynów,village,12.0,1765.0,KJW,Konstantynów,Kijow,Kijow,KJW_SMILA,49.2225161,31.75773638,122.0,Horodyszcze,49.2271519,31.7996622,Костянтинівка,337566757.0,Q4231423,,0.923,matched_db_api,high
2379.0,,Ostrog,Smiała,Łazanówka,village,6.0,1765.0,KJW,Luzanivka,Kijow,Kijow,KJW_SMILA,49.05558,31.90761,122.0,Horodyszcze,49.0517501,31.9009968,Лузанівка,337574343.0,Q4268311,,1.0,matched_cluster_fix,high
2380.0,,Ostrog,Smiała,Ositniażka,village,2.0,1765.0,KJW,Osytniazhka,Kijow,Kijow,KJW_SMILA,48.90478,31.81294,122.0,Horodyszcze,48.907349,31.809948,Оситняжка,148738075.0,Q4337948,,1.0,matched_cluster_fix,high
2381.0,,Ostrog,Smiała,Zabotyn,city,26.0,1765.0,KJW,Zhabotyn,Kijow,Kijow,KJW_SMILA,49.15637,32.15259,122.0,Zabotyn,,,,,,,,not_found,medium
2382.0,,Ostrog,Smiała,Jabłonowka,village,13.0,1765.0,KJW,Velyka Yablunivka,Kijow,Kijow,KJW_SMILA,49.16486924,31.9348526,122.0,Zabotyn,,,,,,,,not_found,medium
2383.0,,Ostrog,Smiała,Berezniaki,village,7.0,1765.0,KJW,Berezniaky,Kijow,Kijow,KJW_SMILA,49.13353,31.95896,122.0,Zabotyn,49.1377452,31.9500464,Березняки,337570963.0,Q4084554,,1.0,matched_cluster_fix,high
2384.0,,Ostrog,Smiała,Raygrodek,village,8.0,1765.0,KJW,Raygrodek,Kijow,Kijow,KJW_SMILA,49.09089154,31.95919708,122.0,Zabotyn,,,,,,,,not_found,medium
2385.0,,Ostrog,Smiała,Jarowa,village,8.0,1765.0,KJW,Yarove,Kijow,Kijow,KJW_SMILA,49.0659,31.98814,122.0,Zabotyn,49.0659983,31.9868021,Ярове,337573927.0,Q4538710,,1.0,matched_cluster_fix,high
2386.0,,Ostrog,Smiała,Płakawka,village,6.0,1765.0,KJW,Fliarkivka,Kijow,Kijow,KJW_SMILA,49.13696,32.11599,122.0,Zabotyn,,,,,,,,not_found,medium
2387.0,,Ostrog,Smiała,Rewuwka,village,12.0,1765.0,KJW,Revivka,Kijow,Kijow,KJW_SMILA,49.05314,32.03128,122.0,Zabotyn,,,,,,,,not_found,medium
2388.0,,Ostrog,Smiała,Kamionka,village,16.0,1765.0,KJW,Kamionka,Kijow,Kijow,KJW_SMILA,49.02997905,32.10535891,122.0,Zabotyn,,,,,,,,not_found,medium
2389.0,,Ostrog,Smiała,Kosara,village,9.0,1765.0,KJW,Sokyrne,Kijow,Kijow,KJW_SMILA,49.03934,32.18771969,122.0,Zabotyn,,,,,,,,not_found,medium
2390.0,,Ostrog,Smiała,Borki,village,13.0,1765.0,KJW,,Kijow,Kijow,KJW_SMILA,,,122.0,Zabotyn,,,,,,,,no_coords,none
2391.0,,Ostrog,Smiała,Osota,village,11.0,1765.0,KJW,Nova Osota,Kijow,Kijow,KJW_SMILA,48.994,32.2532,122.0,Zabotyn,,,,,,,,not_found,medium
2392.0,,Ostrog,Smiała,Janowka,village,10.0,1765.0,KJW,,Kijow,Kijow,KJW_SMILA,,,122.0,Zabotyn,,,,,,,,no_coords,none
2393.0,,Ostrog,Smiała,Prusy,village,10.0,1765.0,KJW,Mykhailivka,Kijow,Kijow,KJW_SMILA,49.11984,32.07829,122.0,Zabotyn,,,,,,,,not_found,medium
2394.0,,Ostrog,Smiała,Kulikówka,village,9.0,1765.0,KJW,Kulykivka,Kijow,Kijow,KJW_SMILA,49.20324274,32.1762085,122.0,Zabotyn,49.205894,32.182819,Куликівка,337567607.0,Q4246243,,1.0,matched_cluster_fix,high
2395.0,,Ostrog,Smiała,Lubenca,village,12.0,1765.0,KJW,Lubentsi,Kijow,Kijow,KJW_SMILA,49.19112801,32.23526001,122.0,Zabotyn,,,,,,,,not_found,medium
2396.0,,Ostrog,Smiała,Demence,village,4.0,1765.0,KJW,Chubivka,Kijow,Kijow,KJW_SMILA,49.25413705,32.19818115,122.0,Zabotyn,49.236324,32.202381,Чубівка,337566217.0,Q4517398,,1.0,matched_cluster_fix,high
2397.0,,Ostrog,Smiała,Czubuwka,village,2.0,1765.0,KJW,Chubivka,Kijow,Kijow,KJW_SMILA,49.23605,32.20457,122.0,Zabotyn,49.236324,32.202381,Чубівка,337566217.0,Q4517398,,1.0,matched_cluster_fix,high
2398.0,,Ostrog,Smiała,Hołowiatyn,village,5.0,1765.0,KJW,Holoviatyne,Kijow,Kijow,KJW_SMILA,49.27695,32.04757,122.0,Zabotyn,49.276932,32.046753,Голов’ятине,337564669.0,Q4142050,,1.0,matched_cluster_fix,high
2399.0,,Ostrog,Smiała,Burukowice,village,6.0,1765.0,KJW,Malyi Buzukiv,Kijow,Kijow,KJW_SMILA,49.28785,32.01015,122.0,Zabotyn,49.292561,32.020679,Малий Бузуків,337563899.0,Q4278807,,1.0,matched_cluster_fix,high
2400.0,,Ostrog,Smiała,Sunki,village,9.0,1765.0,KJW,Sunky,Kijow,Kijow,KJW_SMILA,49.22816,32.0014,122.0,Zabotyn,49.232124,32.00243,Сунки,1935854402.0,Q4446151,,1.0,matched_cluster_fix,high
2401.0,,Ostrog,Smiała,Pleskaczuwka,village,7.0,1765.0,KJW,Pleskaczuwka,Kijow,Kijow,KJW_SMILA,49.20408958,32.1287448,122.0,Zabotyn,,,,,,,,not_found,medium
2402.0,,Ostrog,Smiała,Zalewki,village,11.0,1765.0,KJW,Zalevky,Kijow,Kijow,KJW_SMILA,49.24947,31.95638,122.0,Zabotyn,49.2483897,31.9536535,Залевки,337565063.0,Q7271343,,1.0,matched_cluster_fix,high
2403.0,,Ostrog,Smiała,Nosaczuwka,village,12.0,1765.0,KJW,Nosachiv,Kijow,Kijow,KJW_SMILA,49.14439,31.61964,122.0,Zabotyn,49.1421574,31.6199029,Носачів,742602937.0,Q4327534,,1.0,matched_db_api,high
2404.0,,Ostrog,Smiała,Postronni Żydzi,village,11.0,1765.0,KJW,Postronni Żydzi,Kijow,Kijow,KJW_SMILA,,,122.0,,,,,,,,,no_coords,none
2405.0,,Ostrog,Smiała,Ubodzy Żydzi,village,10.0,1765.0,KJW,Ubodzy Żydzi,Kijow,Kijow,KJW_SMILA,,,122.0,,,,,,,,,no_coords,none
2407.0,1.0,Ostrog,Słobodyszcze,Słobodyszcze,city,91.0,1765.0,KJW,Słobodyszcze,Kijow,Zytomir,KJW_SLOBODYSZCZE,,,127.0,,,,,,,,,no_coords,none
2408.0,1.0,Ostrog,Prazów,Prazów,city,67.0,1765.0,KJW,Prazów,Kijow,Zytomir,KJW_PRZEDWOJEW,,,129.0,,,,,,,,,no_coords,none
2409.0,1.0,Ostrog,Kaniow,Kaniow,city,98.0,1765.0,KJW,Kaniv,Kijow,Kijow,KJW_PRZEDWOJEW,49.75187,31.47003,117.0,,49.7551031,31.4610802,Канів,497690126.0,Q925340,,1.0,matched_db_api,high
2410.0,,Ostrog,Kaniow,Rzawiec,village,19.0,1765.0,KJW,Malyi Rzhavets,Kijow,Zytomir,KJW_PRZEDWOJEW,49.66846,31.3515,117.0,,49.6674866,31.3550413,"Малий Ржавець, Черкаська область, Україна",337550219.0,Q4279090,,1.0,matched_reverse,high
2411.0,,Ostrog,Kaniow,Stepance,village,12.0,1765.0,KJW,Stepantsi,Kijow,Zytomir,KJW_PRZEDWOJEW,49.70388,31.29697,117.0,,49.70841,31.2917358,"Степанці, Черкаська область, Україна",1728396688.0,Q4441995,,1.0,matched_reverse,high
2412.0,,Ostrog,Kaniow,Sieniawka,village,5.0,1765.0,KJW,Syniavka,Kijow,Zytomir,KJW_PRZEDWOJEW,49.74263,31.23975,117.0,,49.742321,31.24477,"Синявка, Черкаська область, Україна",337546734.0,Q4420581,,1.0,matched_reverse,high
2413.0,,Ostrog,Kaniow,Masłowka,village,10.0,1765.0,KJW,Maslivka,Kijow,Zytomir,KJW_PRZEDWOJEW,49.72064,31.16177,117.0,,49.718906,31.16897,"Маслівка, Київська область, Україна",1728396654.0,Q4284035,,1.0,matched_reverse,high
2414.0,,Ostrog,Kaniow,Matwiejówka,village,7.0,1765.0,KJW,Matwiejówka,Kijow,Zytomir,KJW_PRZEDWOJEW,49.7396944,31.10430342,117.0,,,,,,,,,not_found,medium
2415.0,,Ostrog,Kaniow,Potok,village,9.0,1765.0,KJW,Potik,Kijow,Zytomir,KJW_PRZEDWOJEW,49.76523,31.05045,117.0,,49.766102,31.05176,Потік,337545825.0,Q4374852,,1.0,matched_db_api,high
2416.0,,Ostrog,Kaniow,Mikołajówka,village,24.0,1765.0,KJW,Mykhailivka,Kijow,Zytomir,KJW_PRZEDWOJEW,49.80604065,31.06577895,117.0,,,,,,,,,not_found,medium
2417.0,,Ostrog,Kaniow,Makiedony,village,7.0,1765.0,KJW,Makedony,Kijow,Zytomir,KJW_PRZEDWOJEW,49.83349,31.11877,117.0,,49.832272,31.12118,"Македони, Київська область, Україна",337543528.0,Q4275651,,1.0,matched_reverse,high
2418.0,,Ostrog,Kaniow,Prucki,village,4.0,1765.0,KJW,Mali Prytsky,Kijow,Zytomir,KJW_PRZEDWOJEW,49.85680004,31.08890533,117.0,,49.862324,31.097734,Малі Прицьки,337542550.0,Q4278689,,1.0,matched_db_api,high
2419.0,,Ostrog,Kaniow,Pije,village,5.0,1765.0,KJW,Pii,Kijow,Zytomir,KJW_PRZEDWOJEW,49.87524,31.12605,117.0,,49.8746431,31.1236974,"Пії, Київська область, Україна",337542347.0,Q4362518,,1.0,matched_reverse,high
2420.0,,Ostrog,Kaniow,Medwedowka,village,8.0,1765.0,KJW,Vedmedivka,Kijow,Zytomir,KJW_PRZEDWOJEW,49.88333,31.16667,117.0,,49.8870849,31.1711526,"Ведмедівка, Київська область, Україна",337541856.0,Q4105812,,1.0,matched_reverse,high
2421.0,,Ostrog,Kaniow,Hruszow,village,6.0,1765.0,KJW,Grushiv,Kijow,Zytomir,KJW_PRZEDWOJEW,49.88313235,31.21387482,117.0,,49.8822266,31.2169593,"Грушів, Київська область, Україна",337542030.0,Q4150862,,1.0,matched_reverse,high
2422.0,,Ostrog,Kaniow,Potapce,village,8.0,1765.0,KJW,Potapsi,Kijow,Zytomir,KJW_PRZEDWOJEW,49.84321,31.23183,117.0,,49.837935,31.2359349,"Потапці, Черкаська область, Україна",337543384.0,Q4374694,,0.933,matched_reverse,high
2423.0,,Ostrog,Kaniow,Piszczalniki,village,6.0,1765.0,KJW,Pyshchalnyky,Kijow,Zytomir,KJW_PRZEDWOJEW,49.82997,31.2895,117.0,,49.832272,31.286659,"Пищальники, Черкаська область, Україна",337543525.0,Q4364087,,1.0,matched_reverse,high
2424.0,,Ostrog,Kaniow,Łazorce,village,7.0,1765.0,KJW,Lazirtsi,Kijow,Zytomir,KJW_PRZEDWOJEW,49.82199,31.26594,117.0,,49.819899,31.2692348,"Пищальники, Черкаська область, Україна",742344669.0,Q4253054,,1.0,matched_reverse,high
2425.0,,Ostrog,Kaniow,Czornysze,village,5.0,1765.0,KJW,Chernyshi,Kijow,Zytomir,KJW_PRZEDWOJEW,49.85754,31.30972,117.0,,49.8569069,31.3091859,"Черниші, Черкаська область, Україна",337542676.0,Q4514310,,1.0,matched_reverse,high
2426.0,,Ostrog,Kaniow,Trosczyn,village,8.0,1765.0,KJW,Troshchyn,Kijow,Zytomir,KJW_PRZEDWOJEW,49.83246,31.34747,117.0,,49.830212,31.34708,"Трощин, Черкаська область, Україна",337543600.0,Q4464022,,1.0,matched_reverse,high
2427.0,,Ostrog,Kaniow,Hrysczynce,village,7.0,1765.0,KJW,Hryshchyntsi,Kijow,Zytomir,KJW_PRZEDWOJEW,49.8015,31.35279,117.0,,49.801369,31.35738,"Грищинці, Черкаська область, Україна",337544529.0,Q4150009,,1.0,matched_reverse,high
2428.0,,Ostrog,Kaniow,Troscianice,village,7.0,1765.0,KJW,Trostianets,Kijow,Zytomir,KJW_PRZEDWOJEW,49.78075,31.35198,117.0,,49.783508,31.35532,"Тростянець, Черкаська область, Україна",337545201.0,Q4463840,,1.0,matched_reverse,high
2429.0,,Ostrog,Kaniow,Pszeniczniki,village,3.0,1765.0,KJW,Pshenychnyky,Kijow,Zytomir,KJW_PRZEDWOJEW,49.86511,31.36556,117.0,,49.86076,31.36631,Пшеничники,337542563.0,Q4385110,,1.0,matched_db_api,high
2430.0,,Ostrog,Kaniow,Bobryca,village,10.0,1765.0,KJW,Bobrytsia,Kijow,Zytomir,KJW_PRZEDWOJEW,49.80193,31.41474,117.0,,49.7939978,31.4144455,"Бобриця, Черкаська область, Україна",337544796.0,Q4088717,,1.0,matched_reverse,high
2431.0,,Ostrog,Kaniow,Hlincza,village,7.0,1765.0,KJW,Hlyncha,Kijow,Zytomir,KJW_PRZEDWOJEW,49.83922,31.37631,117.0,,49.8435956,31.380922,"Глинча, Черкаська область, Україна",337543277.0,Q4139885,,1.0,matched_reverse,high
2432.0,,Ostrog,Kaniow,Iwankow,village,5.0,1765.0,KJW,Ivankiv,Kijow,Zytomir,KJW_PRZEDWOJEW,49.87252,31.39092,117.0,,49.8737616,31.3921233,"Іваньків, Черкаська область, Україна",337542303.0,Q4196913,,1.0,matched_reverse,high
2433.0,,Ostrog,Kaniow,Buczak,village,6.0,1765.0,KJW,Buchak,Kijow,Zytomir,KJW_PRZEDWOJEW,49.8644,31.43416,117.0,,49.8696694,31.431848,"Бучак, Черкаська область, Україна",337542412.0,Q4100604,,1.0,matched_reverse,high
2434.0,,Ostrog,Kaniow,Studeniec,village,6.0,1765.0,KJW,Studenets,Kijow,Zytomir,KJW_PRZEDWOJEW,49.74932493,31.40120305,117.0,,49.815102,31.42536,Студенець,337544055.0,Q4444480,,1.0,matched_db_api,high
2435.0,,Ostrog,Kaniow,Sieliszcze,village,6.0,1765.0,KJW,Sieliszcze,Kijow,Zytomir,KJW_PRZEDWOJEW,,,117.0,,,,,,,,,no_coords,none
2436.0,,Ostrog,Kaniow,Jabłonow,village,6.0,1765.0,KJW,Yabluniv,Kijow,Zytomir,KJW_PRZEDWOJEW,49.68648,31.40131,117.0,,49.684978,31.401331,"Яблунів, Черкаська область, Україна",337549389.0,Q4535858,,1.0,matched_reverse,high
2437.0,,Ostrog,Kaniow,Piława,village,12.0,1765.0,KJW,Pyliava,Kijow,Zytomir,KJW_PRZEDWOJEW,49.70426,31.27624,117.0,,49.677659,31.3232863,Пилява,337548729.0,Q4362877,,1.0,matched_db_api,high
2438.0,,Ostrog,Kaniow,Koscianice,village,4.0,1765.0,KJW,Kostianets,Kijow,Zytomir,KJW_PRZEDWOJEW,49.74547,31.40181,117.0,,49.783508,31.35532,Тростянець,337545201.0,Q4463840,,0.857,matched_db_api,medium
2439.0,,Ostrog,Kaniow,Litwiniec,village,6.0,1765.0,KJW,Lytvynets,Kijow,Zytomir,KJW_PRZEDWOJEW,49.74696,31.36842,117.0,,49.7462069,31.3648904,"Литвинець, Черкаська область, Україна",337546644.0,Q4263605,,1.0,matched_reverse,high
2440.0,,Ostrog,Kaniow,Kowale,village,9.0,1765.0,KJW,Kovali,Kijow,Zytomir,KJW_PRZEDWOJEW,49.75206,31.31595,117.0,,49.753838,31.310261,"Ковалі, Черкаська область, Україна",337546256.0,Q4225466,,1.0,matched_reverse,high
2441.0,,Ostrog,Kaniow,Kuryłowka,village,13.0,1765.0,KJW,Kurylivka,Kijow,Zytomir,KJW_PRZEDWOJEW,49.77621,31.29208,117.0,,49.7767258,31.2878214,"Курилівка, Черкаська область, Україна",337545513.0,Q4248354,,1.0,matched_reverse,high
2442.0,,Ostrog,Kaniow,Beresniaki,village,5.0,1765.0,KJW,Beresniahy,Kijow,Zytomir,KJW_PRZEDWOJEW,49.79569,31.2105,117.0,,49.792946,31.209324,"Бересняги, Черкаська область, Україна",337544624.0,Q4084758,,1.0,matched_reverse,high
2443.0,,Ostrog,Kaniow,Tulince,village,7.0,1765.0,KJW,Tulyntsi,Kijow,Zytomir,KJW_PRZEDWOJEW,49.82338,31.18398,117.0,,49.822651,31.183319,"Тулинці, Київська область, Україна",4777974.0,Q4465133,,1.0,matched_reverse,high
2444.0,,Ostrog,Kaniow,Czaple,village,7.0,1765.0,KJW,Czaple,Kijow,Zytomir,KJW_PRZEDWOJEW,49.83615544,31.18152514,117.0,,,,,,,,,not_found,medium
2445.0,,Ostrog,Kaniow,Kraznosiołka,village,4.0,1765.0,KJW,Krasnopilka,Kijow,Zytomir,KJW_PRZEDWOJEW,49.86345,30.93026,117.0,,,,,,,,,not_found,low
2452.0,1.0,Ostrog,Trojanów,Trojanów,city,249.0,1765.0,KJW,Troianiv,Kijow,Zytomir,KJW_TROJANOW,50.1079342,28.5310054,130.0,,50.1114033,28.5333286,"Троянів, Житомирська область, Україна",337534078.0,Q4464054,,1.0,matched_reverse,high
2453.0,,Ostrog,Trojanów,Tatarynowka,village,6.0,1765.0,KJW,Al’binivka,Kijow,Zytomir,KJW_TROJANOW,50.23560322,28.56443815,130.0,,,,,,,,,not_found,medium
2454.0,,Ostrog,Trojanów,Szumsko,village,9.0,1765.0,KJW,Shumsk,Kijow,Zytomir,KJW_TROJANOW,50.183333,28.55,130.0,,,,,,,,,not_found,medium
2455.0,,Ostrog,Trojanów,Wolica,village,2.0,1765.0,KJW,Volitsa,Kijow,Zytomir,KJW_TROJANOW,50.1648688,28.6317642,130.0,,,,,,,,,not_found,medium
2456.0,,Ostrog,Trojanów,Żelazniki,village,4.0,1765.0,KJW,Zaliznia,Kijow,Zytomir,KJW_TROJANOW,50.14853152,28.51498507,130.0,,50.1493371,28.5177272,"Залізня, Житомирська область, Україна",337528049.0,Q4185403,,1.0,matched_reverse,high
2457.0,,Ostrog,Trojanów,Denesze,village,4.0,1765.0,KJW,Denyshi,Kijow,Zytomir,KJW_TROJANOW,50.2145927,28.4037924,130.0,,50.2109377,28.4061973,"Дениші, Житомирська область, Україна",4673421.0,Q4158075,,1.0,matched_reverse,high
2458.0,,Ostrog,Trojanów,Tryhurce,village,2.0,1765.0,KJW,Tryhiria,Kijow,Zytomir,KJW_TROJANOW,50.1954732,28.3757207,130.0,,50.19516,28.375629,"Тригір’я, Житомирська область, Україна",337527090.0,Q12162393,,1.0,matched_reverse,high
2460.0,1.0,Ostrog,Białopole,Biało Pole,city,122.0,1765.0,KJW,Bilopillia,Kijow,Kijow,KJW_BIALOPOLE,49.8448,28.86969,115.0,,49.84531,28.86932,"Білопілля, Вінницька область, Україна",6391452.0,Q4082648,,1.0,matched_reverse,high
2461.0,,Ostrog,Białopole,Kaszperówka,village,5.0,1765.0,KJW,Kashperivka,Kijow,Kijow,KJW_BIALOPOLE,49.86547,28.89347,115.0,,49.8631018,28.8916572,"Кашперівка, Вінницька область, Україна",6391453.0,Q4218258,,1.0,matched_reverse,high
2462.0,,Ostrog,Białopole,Piatyhorce,village,4.0,1765.0,KJW,Mala Pyatyhirka,Kijow,Kijow,KJW_BIALOPOLE,49.8661521,28.92762133,115.0,,49.8645888,28.9294069,"Мала П’ятигірка, Житомирська область, Україна",337542737.0,Q4277252,,0.933,matched_reverse,high
